Name,Category,Film,Win_Oscar?,Year_Ceremony,Birth_Date,Birth_Place,Gender,Race or Ethnicity,Sexual orientation,Religion,Link
Catherine Keener,ACTRESS IN A SUPPORTING ROLE,Being John Malkovich,FALSO,2000,23-03-1959,"Miami, FL",Female,White,Straight,Na,http://www.nndb.com/people/244/000049097/
Samantha Morton,ACTRESS IN A SUPPORTING ROLE,Sweet and Lowdown,FALSO,2000,13-05-1977,"Nottingham, Nottinghamshire, England",Female,White,Straight,Na,http://www.nndb.com/people/486/000112150/
Chlo� Sevigny,ACTRESS IN A SUPPORTING ROLE,Boys Don't Cry,FALSO,2000,18-11-1974,"Darien, CT",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/685/000025610/
Sam Mendes,DIRECTING,American Beauty,VERDADERO,2000,01-08-1965,"Reading, Berkshire, England",Male,White,Straight,Na,/people/059/000025981/
Spike Jonze,DIRECTING,Being John Malkovich,FALSO,2000,22-10-1969,"Rockville, MD",Male,White,Straight,Na,http://www.nndb.com/people/757/000032661/
Lasse Hallstr�m,DIRECTING,The Cider House Rules,FALSO,2000,02-06-1946,"Stockholm, Sweden",Male,White,Straight,Na,http://www.nndb.com/people/232/000027151/
Michael Mann,DIRECTING,The Insider,FALSO,2000,05-02-1943,"Chicago, IL",Male,White,Straight,Na,http://www.nndb.com/people/683/000044551/
M. Night Shyamalan,DIRECTING,The Sixth Sense,FALSO,2000,06-08-1970,"Pondicherry, Tamil-Nadu, India",Male,Asian/Indian,Straight,Na,http://www.nndb.com/people/232/000026154/
Javier Bardem,ACTOR,Before Night Falls,FALSO,2001,01-03-1969,"Las Palmas de Gran Canaria, Canary Islands",Male,Hispanic,Straight,Na,/people/733/000109406/
Russell Crowe,ACTOR,Gladiator,VERDADERO,2001,07-04-1964,"Wellington, New Zealand",Male,White,Straight,Na,/people/782/000022716/
Tom Hanks,ACTOR,Cast Away,FALSO,2001,09-07-1956,"Concord, CA",Male,White,Straight,Born-Again Christian,/people/687/000022621/
Ed Harris,ACTOR,Pollock,FALSO,2001,28-11-1950,"Englewood, NJ",Male,White,Straight,Presbyterian,http://www.nndb.com/people/107/000025032/
Geoffrey Rush,ACTOR,Quills,FALSO,2001,06-07-1951,"Toowoomba, Queensland, Australia",Male,White,Straight,Na,/people/126/000025051/
Jeff Bridges,ACTOR IN A SUPPORTING ROLE,The Contender,FALSO,2001,04-12-1949,"Los Angeles, CA",Male,White,Straight,Lutheran,/people/779/000022713/
Willem Dafoe,ACTOR IN A SUPPORTING ROLE,Shadow of the Vampire,FALSO,2001,22-07-1955,"Appleton, WI",Male,White,Straight,Na,http://www.nndb.com/people/789/000022723/
Benicio Del Toro,ACTOR IN A SUPPORTING ROLE,Traffic,VERDADERO,2001,19-02-1967,"Santurce, Puerto Rico",Male,Hispanic,Straight,Na,/people/087/000026009/
Albert Finney,ACTOR IN A SUPPORTING ROLE,Erin Brockovich,FALSO,2001,09-05-1936,"Salford, Lancashire, England",Male,White,Straight,Na,http://www.nndb.com/people/903/000023834/
Joaquin Phoenix,ACTOR IN A SUPPORTING ROLE,Gladiator,FALSO,2001,28-10-1974,"San Juan, Puerto Rico",Male,White,Straight,Na,http://www.nndb.com/people/898/000025823/
Joan Allen,ACTRESS,The Contender,FALSO,2001,20-08-1956,"Rochelle, IL",Female,White,Straight,Na,http://www.nndb.com/people/464/000025389/
Juliette Binoche,ACTRESS,Chocolat,FALSO,2001,09-03-1964,"Paris, France",Female,White,Straight,Na,/people/970/000025895/
Ellen Burstyn,ACTRESS,Requiem for a Dream,FALSO,2001,07-12-1932,"Detroit, MI",Female,White,Straight,Na,/people/650/000023581/
Laura Linney,ACTRESS,You Can Count on Me,FALSO,2001,05-02-1964,New York City,Female,White,Straight,Na,http://www.nndb.com/people/573/000031480/
Julia Roberts,ACTRESS,Erin Brockovich,VERDADERO,2001,28-10-1967,"Smyrna, GA",Female,White,Straight,Hindu,/people/592/000022526/
Judi Dench,ACTRESS IN A SUPPORTING ROLE,Chocolat,FALSO,2001,09-12-1934,"York, North Yorkshire, England",Female,White,Straight,Quaker,/people/824/000023755/
Marcia Gay Harden,ACTRESS IN A SUPPORTING ROLE,Pollock,VERDADERO,2001,14-08-1959,"La Jolla, CA",Female,White,Straight,Na,/people/641/000025566/
Kate Hudson,ACTRESS IN A SUPPORTING ROLE,Almost Famous,FALSO,2001,19-04-1979,"Los Angeles, CA",Female,White,Straight,Na,http://www.nndb.com/people/773/000025698/
Frances McDormand,ACTRESS IN A SUPPORTING ROLE,Almost Famous,FALSO,2001,23-06-1957,"Chicago, IL",Female,White,Straight,Disciples of Christ,/people/517/000025442/
Julie Walters,ACTRESS IN A SUPPORTING ROLE,Billy Elliot,FALSO,2001,22-02-1950,"Birmingham, West Midlands, England",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/991/000102685/
Stephen Daldry,DIRECTING,Billy Elliot,FALSO,2001,02-05-1961,"Dorset, England",Male,White,Bisexual,Na,http://www.nndb.com/people/875/000196287/
Ang Lee,DIRECTING,"Crouching Tiger, Hidden Dragon",FALSO,2001,23-10-1954,"Pingtung, Taiwan",Male,Asian,Straight,Na,/people/394/000025319/
Steven Soderbergh,DIRECTING,Erin Brockovich,FALSO,2001,14-01-1963,"Atlanta, GA",Male,White,Straight,Atheist,/people/907/000025832/
Ridley Scott,DIRECTING,Gladiator,FALSO,2001,30-11-1937,"South Shields, Northumberland, England",Male,White,Straight,Agnostic,http://www.nndb.com/people/949/000022883/
Steven Soderbergh,DIRECTING,Traffic,VERDADERO,2001,14-01-1963,"Atlanta, GA",Male,White,Straight,Atheist,/people/907/000025832/
Russell Crowe,ACTOR,A Beautiful Mind,FALSO,2002,07-04-1964,"Wellington, New Zealand",Male,White,Straight,Na,/people/782/000022716/
Sean Penn,ACTOR,I Am Sam,FALSO,2002,17-08-1960,"Burbank, CA",Male,White,Straight,Roman Catholic,/people/331/000025256/
Will Smith,ACTOR,Ali,FALSO,2002,25-09-1968,"Philadelphia, PA",Male,Black,Straight,Na,http://www.nndb.com/people/940/000025865/
Denzel Washington,ACTOR,Training Day,VERDADERO,2002,28-12-1954,"Mount Vernon, NY",Male,Black,Straight,Protestant,/people/665/000023596/
Tom Wilkinson,ACTOR,In the Bedroom,FALSO,2002,12-12-1948,"Leeds, Yorkshire, England",Male,White,Na,Na,http://www.nndb.com/people/774/000107453/
Jim Broadbent,ACTOR IN A SUPPORTING ROLE,Iris,VERDADERO,2002,24-05-1949,"Lincoln, Lincolnshire, England",Male,White,Straight,Na,/people/092/000063900/
Ethan Hawke,ACTOR IN A SUPPORTING ROLE,Training Day,FALSO,2002,06-11-1970,"Austin, TX",Male,White,Straight,Na,http://www.nndb.com/people/884/000025809/
Ben Kingsley,ACTOR IN A SUPPORTING ROLE,Sexy Beast,FALSO,2002,31-12-1943,"Scarborough, Yorkshire, England",Male,Multiracial,Straight,Quaker,/people/519/000024447/
Ian McKellen,ACTOR IN A SUPPORTING ROLE,The Lord of the Rings: The Fellowship of the Ring,FALSO,2002,25-05-1939,"Burnley, Lancashire, England",Male,White,Gay,Atheist,http://www.nndb.com/people/084/000024012/
Jon Voight,ACTOR IN A SUPPORTING ROLE,Ali,FALSO,2002,29-12-1938,"Yonkers, NY",Male,White,Straight,Roman Catholic,/people/060/000023988/
Halle Berry,ACTRESS,Monster's Ball,VERDADERO,2002,14-08-1966,"Cleveland, OH",Female,Multiracial,Straight,Na,/people/487/000023418/
Judi Dench,ACTRESS,Iris,FALSO,2002,09-12-1934,"York, North Yorkshire, England",Female,White,Straight,Quaker,/people/824/000023755/
Nicole Kidman,ACTRESS,Moulin Rouge,FALSO,2002,20-06-1967,"Honolulu, HI",Female,White,Straight,Roman Catholic,/people/917/000022851/
Sissy Spacek,ACTRESS,In the Bedroom,FALSO,2002,25-12-1949,"Quitman, TX",Female,White,Straight,Na,/people/758/000023689/
Ren�e Zellweger,ACTRESS,Bridget Jones's Diary,FALSO,2002,25-04-1969,"Katy, TX",Female,White,Straight,Na,/people/708/000024636/
Jennifer Connelly,ACTRESS IN A SUPPORTING ROLE,A Beautiful Mind,VERDADERO,2002,12-12-1970,"Catskill Mountains, NY",Female,White,Straight,Jewish,/people/240/000026162/
Helen Mirren,ACTRESS IN A SUPPORTING ROLE,Gosford Park,FALSO,2002,26-07-1945,"Chiswick, London, England",Female,White,Straight,Na,/people/907/000044775/
Maggie Smith,ACTRESS IN A SUPPORTING ROLE,Gosford Park,FALSO,2002,28-12-1934,"Ilford, Essex, England",Female,White,Straight,Na,/people/260/000030170/
Marisa Tomei,ACTRESS IN A SUPPORTING ROLE,In the Bedroom,FALSO,2002,04-12-1964,"Brooklyn, NY",Female,White,Straight,Na,/people/985/000025910/
Kate Winslet,ACTRESS IN A SUPPORTING ROLE,Iris,FALSO,2002,05-10-1975,"Reading, England",Female,White,Straight,Na,/people/582/000023513/
Ron Howard,DIRECTING,A Beautiful Mind,VERDADERO,2002,01-03-1954,"Duncan, OK",Male,White,Straight,Na,/people/365/000025290/
Ridley Scott,DIRECTING,Black Hawk Down,FALSO,2002,30-11-1937,"South Shields, Northumberland, England",Male,White,Straight,Agnostic,http://www.nndb.com/people/949/000022883/
Robert Altman,DIRECTING,Gosford Park,FALSO,2002,20-02-1925,"Kansas City, MO",Male,White,Straight,Atheist,http://www.nndb.com/people/002/000022933/
Peter Jackson,DIRECTING,The Lord of the Rings: The Fellowship of the Ring,FALSO,2002,31-10-1961,"Wellington, New Zealand",Male,White,Straight,Na,/people/848/000025773/
David Lynch,DIRECTING,Mulholland Drive,FALSO,2002,20-01-1946,"Missoula, MT",Male,White,Straight,Na,http://www.nndb.com/people/720/000024648/
Adrien Brody,ACTOR,The Pianist,VERDADERO,2003,14-04-1973,New York City,Male,White,Straight,Jewish,/people/112/000026034/
Nicolas Cage,ACTOR,Adaptation,FALSO,2003,07-01-1964,"Long Beach, CA",Male,White,Straight,Roman Catholic,/people/751/000022685/
Michael Caine,ACTOR,The Quiet American,FALSO,2003,14-03-1933,"Bermondsey, England",Male,White,Straight,Na,/people/754/000022688/
Daniel Day-Lewis,ACTOR,Gangs of New York,FALSO,2003,29-04-1957,"London, England",Male,White,Straight,Na,/people/788/000022722/
Jack Nicholson,ACTOR,About Schmidt,FALSO,2003,22-04-1937,New York City,Male,White,Straight,Atheist,/people/722/000022656/
Chris Cooper,ACTOR IN A SUPPORTING ROLE,Adaptation,VERDADERO,2003,09-07-1951,"Kansas City, MO",Male,White,Straight,Na,/people/130/000025055/
Ed Harris,ACTOR IN A SUPPORTING ROLE,The Hours,FALSO,2003,28-11-1950,"Englewood, NJ",Male,White,Straight,Presbyterian,http://www.nndb.com/people/107/000025032/
Paul Newman,ACTOR IN A SUPPORTING ROLE,Road to Perdition,FALSO,2003,26-01-1925,"Shaker Heights, OH",Male,White,Straight,Jewish,/people/804/000022738/
John C. Reilly,ACTOR IN A SUPPORTING ROLE,Chicago,FALSO,2003,24-05-1965,"Chicago, IL",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/214/000029127/
Christopher Walken,ACTOR IN A SUPPORTING ROLE,Catch Me If You Can,FALSO,2003,31-03-1943,"Astoria, NY",Male,White,Straight,Na,/people/618/000022552/
Salma Hayek,ACTRESS,Frida,FALSO,2003,02-09-1966,"Coatzacoalcos, Mexico",Female,Hispanic,Straight,Roman Catholic,http://www.nndb.com/people/258/000024186/
Nicole Kidman,ACTRESS,The Hours,VERDADERO,2003,20-06-1967,"Honolulu, HI",Female,White,Straight,Roman Catholic,/people/917/000022851/
Diane Lane,ACTRESS,Unfaithful,FALSO,2003,22-01-1965,New York City,Female,White,Straight,Na,http://www.nndb.com/people/049/000025971/
Julianne Moore,ACTRESS,Far from Heaven,FALSO,2003,03-12-1960,"Fort Bragg, NC",Female,White,Straight,Na,/people/670/000023601/
Ren�e Zellweger,ACTRESS,Chicago,FALSO,2003,25-04-1969,"Katy, TX",Female,White,Straight,Na,/people/708/000024636/
Kathy Bates,ACTRESS IN A SUPPORTING ROLE,About Schmidt,FALSO,2003,28-06-1948,"Memphis, TN",Female,White,Straight,Na,/people/907/000024835/
Julianne Moore,ACTRESS IN A SUPPORTING ROLE,The Hours,FALSO,2003,03-12-1960,"Fort Bragg, NC",Female,White,Straight,Na,/people/670/000023601/
Queen Latifah,ACTRESS IN A SUPPORTING ROLE,Chicago,FALSO,2003,18-03-1970,"East Orange, NJ",Female,Black,Matter of Dispute,Baptist,http://www.nndb.com/people/230/000026152/
Meryl Streep,ACTRESS IN A SUPPORTING ROLE,Adaptation,FALSO,2003,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Catherine Zeta-Jones,ACTRESS IN A SUPPORTING ROLE,Chicago,VERDADERO,2003,25-09-1969,"Mumbles, Wales",Female,White,Straight,Roman Catholic,/people/516/000023447/
Rob Marshall,DIRECTING,Chicago,FALSO,2003,17-10-1960,"Madison, Wisconsin",Male,White,Gay,Na,https://www.imdb.com/fr/name/nm0551128/?ref_=nv_sr_srsg_0_tt_1_nm_7_in_0_q_Rob%2520Marshall
Martin Scorsese,DIRECTING,Gangs of New York,FALSO,2003,17-11-1942,"Flushing, NY",Male,White,Straight,Roman Catholic,/people/678/000022612/
Stephen Daldry,DIRECTING,The Hours,FALSO,2003,02-05-1961,"Dorset, England",Male,White,Bisexual,Na,http://www.nndb.com/people/875/000196287/
Roman Polanski,DIRECTING,The Pianist,VERDADERO,2003,18-08-1933,"Paris, France",Male,White,Straight,Na,/people/541/000023472/
Pedro Almod�var,DIRECTING,Talk to Her,FALSO,2003,25-09-1951,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain",Male,Hispanic,Gay,Atheist,http://www.nndb.com/people/145/000025070/
Johnny Depp,ACTOR,Pirates of the Caribbean: The Curse of the Black Pearl,FALSO,2004,09-06-1963,"Owensboro, KY",Male,White,Straight,Na,http://www.nndb.com/people/902/000022836/
Ben Kingsley,ACTOR,House of Sand and Fog,FALSO,2004,31-12-1943,"Scarborough, Yorkshire, England",Male,Multiracial,Straight,Quaker,/people/519/000024447/
Jude Law,ACTOR,Cold Mountain,FALSO,2004,29-12-1972,"Lewisham, London, England",Male,White,Straight,Na,http://www.nndb.com/people/701/000024629/
Bill Murray,ACTOR,Lost in Translation,FALSO,2004,21-09-1950,"Wilmette, IL",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/537/000024465/
Sean Penn,ACTOR,Mystic River,VERDADERO,2004,17-08-1960,"Burbank, CA",Male,White,Straight,Roman Catholic,/people/331/000025256/
Alec Baldwin,ACTOR IN A SUPPORTING ROLE,The Cooler,FALSO,2004,03-04-1958,"Amityville, NY",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/681/000022615/
Benicio Del Toro,ACTOR IN A SUPPORTING ROLE,21 Grams,FALSO,2004,19-02-1967,"Santurce, Puerto Rico",Male,Hispanic,Straight,Na,/people/087/000026009/
Djimon Hounsou,ACTOR IN A SUPPORTING ROLE,In America,FALSO,2004,24-04-1964,"Cotonou, Benin",Male,Black,Straight,Na,http://www.nndb.com/people/380/000108056/
Tim Robbins,ACTOR IN A SUPPORTING ROLE,Mystic River,VERDADERO,2004,16-10-1958,"West Covina, CA",Male,White,Straight,Roman Catholic,/people/614/000025539/
Ken Watanabe,ACTOR IN A SUPPORTING ROLE,The Last Samurai,FALSO,2004,21-10-1959,"Koide, Niigata, Japan",Male,Asian,Straight,Na,http://www.nndb.com/people/416/000110086/
Keisha Castle-Hughes,ACTRESS,Whale Rider,FALSO,2004,24-03-1990,"Donnybrook, Western Australia, Australia",Female,Multiracial,Na,Na,http://www.nndb.com/people/010/000119650/
Diane Keaton,ACTRESS,Something's Gotta Give,FALSO,2004,05-01-1946,"Los Angeles, CA",Female,White,Straight,Atheist,/people/879/000022813/
Samantha Morton,ACTRESS,In America,FALSO,2004,13-05-1977,"Nottingham, Nottinghamshire, England",Female,White,Straight,Na,http://www.nndb.com/people/486/000112150/
Charlize Theron,ACTRESS,Monster,VERDADERO,2004,07-08-1975,"Benoni, South Africa",Female,White,Straight,Na,/people/146/000026068/
Naomi Watts,ACTRESS,21 Grams,FALSO,2004,28-09-1968,"Shoreham, England",Female,White,Straight,Na,http://www.nndb.com/people/882/000031789/
Shohreh Aghdashloo,ACTRESS IN A SUPPORTING ROLE,House of Sand and Fog,FALSO,2004,11-05-1952,"Tehran, Iran",Female,Middle Eastern,Straight,Shia Muslim,http://www.nndb.com/people/530/000162044/
Patricia Clarkson,ACTRESS IN A SUPPORTING ROLE,Pieces of April,FALSO,2004,29-12-1959,"New Orleans, LA",Female,White,Straight,Na,http://www.nndb.com/people/607/000044475/
Marcia Gay Harden,ACTRESS IN A SUPPORTING ROLE,Mystic River,FALSO,2004,14-08-1959,"La Jolla, CA",Female,White,Straight,Na,/people/641/000025566/
Holly Hunter,ACTRESS IN A SUPPORTING ROLE,Thirteen,FALSO,2004,20-03-1958,"Conyers, GA",Female,White,Straight,Na,/people/566/000023497/
Ren�e Zellweger,ACTRESS IN A SUPPORTING ROLE,Cold Mountain,VERDADERO,2004,25-04-1969,"Katy, TX",Female,White,Straight,Na,/people/708/000024636/
Fernando Meirelles,DIRECTING,City of God,FALSO,2004,09-11-1955,"Sao Paulo, Brasil",Male,Hispanic,Straight,Na,https://www.imdb.com/fr/name/nm0576987/?ref_=nv_sr_srsg_0_tt_1_nm_7_in_0_q_Fernando%2520Meirelles
Peter Jackson,DIRECTING,The Lord of the Rings: The Return of the King,VERDADERO,2004,31-10-1961,"Wellington, New Zealand",Male,White,Straight,Na,/people/848/000025773/
Sofia Coppola,DIRECTING,Lost in Translation,FALSO,2004,14-05-1971,New York City,Female,White,Straight,Na,http://www.nndb.com/people/405/000041282/
Peter Weir,DIRECTING,Master and Commander: The Far Side of the World,FALSO,2004,08-08-1944,"Sydney, New South Wales, Australia",Male,White,Straight,Na,http://www.nndb.com/people/606/000024534/
Clint Eastwood,DIRECTING,Mystic River,FALSO,2004,31-05-1930,"San Francisco, CA",Male,White,Straight,Na,/people/849/000022783/
Don Cheadle,ACTOR,Hotel Rwanda,FALSO,2005,29-11-1964,"Kansas City, MO",Male,Black,Straight,Na,http://www.nndb.com/people/984/000025909/
Johnny Depp,ACTOR,Finding Neverland,FALSO,2005,09-06-1963,"Owensboro, KY",Male,White,Straight,Na,http://www.nndb.com/people/902/000022836/
Leonardo DiCaprio,ACTOR,The Aviator,FALSO,2005,11-11-1974,"Hollywood, CA",Male,White,Straight,Na,/people/581/000023512/
Clint Eastwood,ACTOR,Million Dollar Baby,FALSO,2005,31-05-1930,"San Francisco, CA",Male,White,Straight,Na,/people/849/000022783/
Jamie Foxx,ACTOR,Ray,VERDADERO,2005,13-12-1967,"Terrell, TX",Male,Black,Straight,Baptist,/people/113/000026035/
Alan Alda,ACTOR IN A SUPPORTING ROLE,The Aviator,FALSO,2005,28-01-1936,New York City,Male,White,Straight,Roman Catholic,http://www.nndb.com/people/887/000023818/
Thomas Haden Church,ACTOR IN A SUPPORTING ROLE,Sideways,FALSO,2005,17-06-1960,"El Paso, TX",Male,White,Straight,Na,http://www.nndb.com/people/902/000087641/
Jamie Foxx,ACTOR IN A SUPPORTING ROLE,Collateral,FALSO,2005,13-12-1967,"Terrell, TX",Male,Black,Straight,Baptist,/people/113/000026035/
Morgan Freeman,ACTOR IN A SUPPORTING ROLE,Million Dollar Baby,VERDADERO,2005,01-06-1937,"Memphis, TN",Male,Black,Straight,Na,/people/982/000023913/
Clive Owen,ACTOR IN A SUPPORTING ROLE,Closer,FALSO,2005,03-10-1964,"Keresley, Coventry, Warwickshire, England",Male,White,Straight,Na,http://www.nndb.com/people/824/000043695/
Annette Bening,ACTRESS,Being Julia,FALSO,2005,29-05-1958,"Topeka, KS",Female,White,Straight,Na,http://www.nndb.com/people/585/000025510/
Catalina Sandino Moreno,ACTRESS,Maria Full of Grace,FALSO,2005,19-04-1981,"Bogota, Colombia",Female,Hispanic,Straight,Na,https://www.imdb.com/fr/name/nm1503432/?ref_=nv_sr_srsg_0_tt_0_nm_1_in_0_q_Catalina%2520Sandino%2520Moreno
Imelda Staunton,ACTRESS,Vera Drake,FALSO,2005,09-01-1956,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/698/000131305/
Hilary Swank,ACTRESS,Million Dollar Baby,VERDADERO,2005,30-07-1974,"Lincoln, NE",Female,White,Straight,Na,/people/333/000026255/
Kate Winslet,ACTRESS,Eternal Sunshine of the Spotless Mind,FALSO,2005,05-10-1975,"Reading, England",Female,White,Straight,Na,/people/582/000023513/
Cate Blanchett,ACTRESS IN A SUPPORTING ROLE,The Aviator,VERDADERO,2005,14-05-1969,"Melbourne, Victoria, Australia",Female,White,Matter of Dispute,Na,/people/222/000026144/
Laura Linney,ACTRESS IN A SUPPORTING ROLE,Kinsey,FALSO,2005,05-02-1964,New York City,Female,White,Straight,Na,http://www.nndb.com/people/573/000031480/
Virginia Madsen,ACTRESS IN A SUPPORTING ROLE,Sideways,FALSO,2005,11-09-1961,"Chicago, IL",Female,White,Straight,Na,http://www.nndb.com/people/931/000025856/
Sophie Okonedo,ACTRESS IN A SUPPORTING ROLE,Hotel Rwanda,FALSO,2005,01-01-1969,"London, England",Female,Multiracial,Straight,Jewish,http://www.nndb.com/people/617/000132221/
Natalie Portman,ACTRESS IN A SUPPORTING ROLE,Closer,FALSO,2005,09-06-1981,"Jerusalem, Israel",Female,White,Straight,Jewish,/people/040/000022971/
Martin Scorsese,DIRECTING,The Aviator,FALSO,2005,17-11-1942,"Flushing, NY",Male,White,Straight,Roman Catholic,/people/678/000022612/
Clint Eastwood,DIRECTING,Million Dollar Baby,VERDADERO,2005,31-05-1930,"San Francisco, CA",Male,White,Straight,Na,/people/849/000022783/
Taylor Hackford,DIRECTING,Ray,FALSO,2005,31-12-1944,"Santa Barbara, CA",Male,White,Straight,Na,http://www.nndb.com/people/908/000044776/
Alexander Payne,DIRECTING,Sideways,FALSO,2005,10-02-1961,"Omaha, NE",Male,White,Straight,Na,http://www.nndb.com/people/305/000031212/
Mike Leigh,DIRECTING,Vera Drake,FALSO,2005,20-02-1943,"Salford, Lancashrie, England",Male,White,Straight,Jewish,http://www.nndb.com/people/220/000059043/
Philip Seymour Hoffman,ACTOR,Capote,VERDADERO,2006,23-07-1967,"Fairport, NY",Male,White,Straight,Na,/people/409/000027328/
Terrence Howard,ACTOR,Hustle & Flow,FALSO,2006,11-03-1969,"Chicago, IL",Male,Black,Straight,Jehovah's Witness,http://www.nndb.com/people/013/000108686/
Heath Ledger,ACTOR,Brokeback Mountain,FALSO,2006,04-04-1979,"Perth, Australia",Male,White,Straight,Na,/people/204/000029117/
Joaquin Phoenix,ACTOR,Walk the Line,FALSO,2006,28-10-1974,"San Juan, Puerto Rico",Male,White,Straight,Na,http://www.nndb.com/people/898/000025823/
David Strathairn,ACTOR,"Good Night, and Good Luck.",FALSO,2006,26-01-1949,"San Francisco, CA",Male,White,Straight,Na,http://www.nndb.com/people/467/000092191/
George Clooney,ACTOR IN A SUPPORTING ROLE,Syriana,VERDADERO,2006,06-05-1961,"Lexington, KY",Male,White,Straight,Na,/people/763/000022697/
Matt Dillon,ACTOR IN A SUPPORTING ROLE,Crash,FALSO,2006,18-02-1964,"New Rochelle, NY",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/944/000025869/
Paul Giamatti,ACTOR IN A SUPPORTING ROLE,Cinderella Man,FALSO,2006,06-06-1967,New York City,Male,White,Straight,Na,http://www.nndb.com/people/594/000024522/
Jake Gyllenhaal,ACTOR IN A SUPPORTING ROLE,Brokeback Mountain,FALSO,2006,19-12-1980,"Los Angeles, CA",Male,White,Straight,Jewish,http://www.nndb.com/people/215/000029128/
William Hurt,ACTOR IN A SUPPORTING ROLE,A History of Violence,FALSO,2006,20-03-1950,"Washington, DC",Male,White,Straight,Lutheran,/people/683/000023614/
Judi Dench,ACTRESS,Mrs. Henderson Presents,FALSO,2006,09-12-1934,"York, North Yorkshire, England",Female,White,Straight,Quaker,/people/824/000023755/
Felicity Huffman,ACTRESS,Transamerica,FALSO,2006,09-12-1962,"Bedford, NY",Female,White,Straight,Na,http://www.nndb.com/people/891/000107570/
Keira Knightley,ACTRESS,Pride & Prejudice,FALSO,2006,26-03-1985,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/548/000026470/
Charlize Theron,ACTRESS,North Country,FALSO,2006,07-08-1975,"Benoni, South Africa",Female,White,Straight,Na,/people/146/000026068/
Reese Witherspoon,ACTRESS,Walk the Line,VERDADERO,2006,22-03-1976,"New Orleans, LA",Female,White,Straight,Na,/people/813/000022747/
Amy Adams,ACTRESS IN A SUPPORTING ROLE,Junebug,FALSO,2006,20-08-1974,"Vicenza, Italy",Female,White,Straight,Mormon,http://www.nndb.com/people/835/000129448/
Catherine Keener,ACTRESS IN A SUPPORTING ROLE,Capote,FALSO,2006,23-03-1959,"Miami, FL",Female,White,Straight,Na,http://www.nndb.com/people/244/000049097/
Frances McDormand,ACTRESS IN A SUPPORTING ROLE,North Country,FALSO,2006,23-06-1957,"Chicago, IL",Female,White,Straight,Disciples of Christ,/people/517/000025442/
Rachel Weisz,ACTRESS IN A SUPPORTING ROLE,The Constant Gardener,VERDADERO,2006,07-03-1971,"London, England",Female,White,Straight,Jewish,/people/309/000032213/
Michelle Williams,ACTRESS IN A SUPPORTING ROLE,Brokeback Mountain,FALSO,2006,09-09-1980,"Kalispell, MT",Female,White,Straight,Na,http://www.nndb.com/people/362/000109035/
Ang Lee,DIRECTING,Brokeback Mountain,VERDADERO,2006,23-10-1954,"Pingtung, Taiwan",Male,Asian,Straight,Na,/people/394/000025319/
Bennett Miller,DIRECTING,Capote,FALSO,2006,30-12-1966,New York City,Male,White,Na,Na,https://www.imdb.com/fr/name/nm0587955/?ref_=nv_sr_srsg_0_tt_0_nm_8_in_0_q_Bennett%2520Miller
Paul Haggis,DIRECTING,Crash,FALSO,2006,10-03-1953,"London, Ontario, Canada",Male,White,Straight,Na,https://www.nndb.com/people/576/000162090/
George Clooney,DIRECTING,"Good Night, and Good Luck.",FALSO,2006,06-05-1961,"Lexington, KY",Male,White,Straight,Na,/people/763/000022697/
Steven Spielberg,DIRECTING,Munich,FALSO,2006,18-12-1946,"Cincinnati, OH",Male,White,Straight,Jewish,/people/734/000022668/
Leonardo DiCaprio,ACTOR,Blood Diamond,FALSO,2007,11-11-1974,"Hollywood, CA",Male,White,Straight,Na,/people/581/000023512/
Ryan Gosling,ACTOR,Half Nelson,FALSO,2007,12-11-1980,"London, Ontario, Canada",Male,White,Straight,Mormon,http://www.nndb.com/people/974/000050824/
Peter O'Toole,ACTOR,Venus,FALSO,2007,02-08-1932,"Connemara, Ireland",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/480/000026402/
Will Smith,ACTOR,The Pursuit of Happyness,FALSO,2007,25-09-1968,"Philadelphia, PA",Male,Black,Straight,Na,http://www.nndb.com/people/940/000025865/
Forest Whitaker,ACTOR,The Last King of Scotland,VERDADERO,2007,15-07-1961,"Longview, TX",Male,Black,Straight,Na,/people/833/000025758/
Alan Arkin,ACTOR IN A SUPPORTING ROLE,Little Miss Sunshine,VERDADERO,2007,26-03-1934,"Brooklyn, NY",Male,White,Straight,Jewish,/people/777/000022711/
Jackie Earle Haley,ACTOR IN A SUPPORTING ROLE,Little Children,FALSO,2007,14-07-1961,"Northridge, CA",Male,White,Straight,Na,http://www.nndb.com/people/557/000132161/
Djimon Hounsou,ACTOR IN A SUPPORTING ROLE,Blood Diamond,FALSO,2007,24-04-1964,"Cotonou, Benin",Male,Black,Straight,Na,http://www.nndb.com/people/380/000108056/
